name,category,type,district,wgs_lng,wgs_lat
金牛民明诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.018327,30.735881
金牛区欣乐天药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.018,30.735701
春升堂药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.022521,30.731568
无限极中草药美容养生馆(金芙蓉大道),medical,医疗保健服务;医药保健销售店;医疗保健用品,金牛区,104.021349,30.734227
金牛区金牛乡兴盛村卫生站,medical,医疗保健服务;诊所;诊所,金牛区,104.019123,30.730619
金牛区金牛乡青杠林村卫生站,medical,医疗保健服务;诊所;诊所,金牛区,104.019124,30.730619
四川七彩阳光康复服务中心(金泉街道青杠社区东南),medical,医疗保健服务;医疗保健服务场所;医疗保健服务场所,金牛区,104.02912,30.730316
忠科口腔(府河分店),medical,医疗保健服务;专科医院;口腔医院,金牛区,104.026278,30.732925
金牛新明明诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.026123,30.733511
全愈堂,medical,医疗保健服务;医疗保健服务场所;医疗保健服务场所,金牛区,104.028943,30.730193
春昇堂诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.026489,30.733032
成都金牛府河君康诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.028587,30.732133
府河星城社区医院,medical,医疗保健服务;诊所;诊所,金牛区,104.024534,30.731799
华西口腔科专家应诊门诊,medical,医疗保健服务;诊所;诊所,金牛区,104.02634,30.732905
金牛区明明药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.028587,30.732133
金牛区上府河安康大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.026183,30.732868
贝尔康药房(春昇堂药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.026489,30.733032
金牛永立诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.026247,30.733454
金牛区奥想药房,medical,医疗保健服务;医药保健销售店;药房|医疗保健服务;诊所;诊所,金牛区,104.026637,30.732818
金牛区府河综合门诊部,medical,医疗保健服务;诊所;诊所,金牛区,104.02625,30.732908
成都肛肠专科医院(公立)辅导门诊部,medical,医疗保健服务;诊所;诊所,金牛区,104.026533,30.732715
郫县乐康药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.033289,30.73804
四川贝尔康大药房(郫县乐康药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.033347,30.737974
君寿堂诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.040961,30.739358
金牛区康美源大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.040962,30.739295
四川九华药品(康美源大药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.041051,30.739238
成都本草堂药品(郫县隆盛药店),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.034348,30.738071
鸿锋保健,medical,医疗保健服务;医疗保健服务场所;医疗保健服务场所,金牛区,104.046232,30.730235
宇超保健,medical,医疗保健服务;医疗保健服务场所;医疗保健服务场所,金牛区,104.047584,30.732286
百姓康医疗器械,medical,医疗保健服务;医药保健销售店;医疗保健用品,金牛区,104.047307,30.732299
百多安医疗器械,medical,医疗保健服务;医药保健销售店;医疗保健用品,金牛区,104.047065,30.731701
成都福鑫康医疗器械有限责任公司,medical,医疗保健服务;医药保健销售店;医疗保健用品,金牛区,104.047616,30.732312
成都宇超保健品批发超市(量力店),medical,医疗保健服务;医药保健销售店;医疗保健用品,金牛区,104.046533,30.731984
三诺血糖仪百信康医疗器械,medical,医疗保健服务;医药保健销售店;医疗保健用品,金牛区,104.047286,30.732196
沙河源社区卫生服务中心,medical,医疗保健服务;综合医院;卫生院,金牛区,104.049942,30.73611
成都市金牛区金建人民医院,medical,医疗保健服务;综合医院;综合医院,金牛区,104.050053,30.736133
金建人民医院-化验室,medical,医疗保健服务;综合医院;综合医院,金牛区,104.049839,30.736328
量力建康城,medical,医疗保健服务;医药保健销售店;医药保健相关,金牛区,104.047534,30.732289
友联诊所(川建路),medical,医疗保健服务;诊所;诊所,金牛区,104.049967,30.735448
金建人民医院-B超室,medical,医疗保健服务;综合医院;综合医院,金牛区,104.049839,30.736329
金建人民医院-五官科,medical,医疗保健服务;综合医院;综合医院,金牛区,104.049988,30.736077
金建人民医院-理疗科,medical,医疗保健服务;综合医院;综合医院,金牛区,104.049988,30.736077
金建人民医院-放射科,medical,医疗保健服务;综合医院;综合医院,金牛区,104.049839,30.736328
药品超市,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.046546,30.729894
