name,category,type,district,wgs_lng,wgs_lat,weight
园林啤酒广场,catering,餐饮服务;中餐厅;中餐厅,青羊区,104.0336,30.669913,1
文化茶园(青羊东二路二巷),catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.041909,30.673902,1
卡萨奶茶,catering,餐饮服务;甜品店;甜品店,青羊区,104.051272,30.67785,15
闲时,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.045317,30.668646,89
万香汇,catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.045843,30.672437,42
瓦烤,catering,餐饮服务;中餐厅;特色/地方风味餐厅,青羊区,104.051445,30.670528,185
面面通,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.047476,30.677342,41
森华苑,catering,餐饮服务;茶艺馆;茶艺馆,青羊区,104.050718,30.675484,37
云集,catering,餐饮服务;休闲餐饮场所;休闲餐饮场所,青羊区,104.052741,30.673042,5
包馔,catering,餐饮服务;快餐厅;快餐厅,青羊区,104.054736,30.67559,269
海港城,catering,餐饮服务;中餐厅;综合酒楼,青羊区,104.053779,30.671386,6
贺水饺,catering,餐饮服务;中餐厅;特色/地方风味餐厅,青羊区,104.054714,30.67236,15
不舍,catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.047735,30.67015,6
瑞欣酒楼,catering,餐饮服务;中餐厅;综合酒楼,金牛区,104.04989,30.677676,1
火冒山胀(实业街),catering,餐饮服务;中餐厅;中餐厅,金牛区,104.046774,30.670598,2
吾辈,catering,餐饮服务;休闲餐饮场所;休闲餐饮场所,青羊区,104.049985,30.673599,22
瑞景酒店茶苑,catering,餐饮服务;茶艺馆;茶艺馆,金牛区,104.045392,30.674716,3
色彩人生(西马棚街),catering,餐饮服务;休闲餐饮场所;休闲餐饮场所,青羊区,104.052711,30.67222,3
任性海鲜,catering,餐饮服务;中餐厅;海鲜酒楼,青羊区,104.054559,30.669768,20
自贡吴抄手,catering,餐饮服务;中餐厅;中餐厅,青羊区,104.053262,30.678749,10
荣昌铺盖面,catering,餐饮服务;中餐厅;中餐厅,金牛区,104.045248,30.67133,9
