name,category,type,district,wgs_lng,wgs_lat,weight
瑞嘉大药房,medical,医疗保健服务;医药保健销售店;药房,成华区,104.159975,30.705028,3
瀚林口腔,medical,医疗保健服务;专科医院;口腔医院,成华区,104.16961,30.698838,12
德仁堂,medical,医疗保健服务;医药保健销售店;药房,成华区,104.165745,30.700027,14
勇康口腔,medical,医疗保健服务;专科医院;口腔医院,成华区,104.169865,30.702506,2
成华四和诊所,medical,医疗保健服务;诊所;诊所,成华区,104.17218,30.700872,4
文珍牙科,medical,医疗保健服务;专科医院;口腔医院,成华区,104.164933,30.706051,5
格瑞人康药房(龙潭寺店),medical,医疗保健服务;医药保健销售店;药房,成华区,104.172245,30.703355,1
黄田坝成飞社区卫生服务中心,medical,医疗保健服务;综合医院;卫生院,青羊区,103.965562,30.699452,2
福仁德药房,medical,医疗保健服务;医药保健销售店;药房,青羊区,103.973219,30.691601,6
青羊区青联药店,medical,医疗保健服务;医药保健销售店;药房,青羊区,103.967811,30.69716,2
回春堂(经二路店),medical,医疗保健服务;医药保健销售店;药房,青羊区,103.965935,30.697591,1
青羊仁济诊所,medical,医疗保健服务;诊所;诊所,青羊区,103.969976,30.695558,3
青羊杨先高诊所,medical,医疗保健服务;诊所;诊所,青羊区,103.972198,30.696745,2
青羊廷显诊所,medical,医疗保健服务;诊所;诊所,青羊区,103.965237,30.694264,4
长生堂诊所(清河一支路),medical,医疗保健服务;诊所;诊所,青羊区,103.970507,30.693439,1
青羊天吉诊所,medical,医疗保健服务;诊所;诊所,青羊区,103.982117,30.691553,3
青羊少兴诊所,medical,医疗保健服务;诊所;诊所,青羊区,103.989348,30.689458,4
青羊周开玉诊所,medical,医疗保健服务;诊所;诊所,青羊区,104.000399,30.694434,1
仲惟康药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.011627,30.689427,9
金牛卓越口腔诊所,medical,医疗保健服务;专科医院;口腔医院,青羊区,104.008391,30.693812,2
弘宜大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.010999,30.698575,5
百汇吉民益诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.006207,30.690662,4
为尔牙科(黄苑街),medical,医疗保健服务;专科医院;口腔医院,青羊区,104.003723,30.692772,1
一心堂,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.012925,30.696716,6
金牛仁杏诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.010386,30.692831,3
德润堂大药房(黄苑街),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.009007,30.689923,1
同怡堂大药房,medical,医疗保健服务;医药保健销售店;药房,青羊区,104.004066,30.694677,1
安琪儿妇产医院行政楼,medical,医疗保健服务;专科医院;妇科医院,青羊区,104.005632,30.697364,2
德仁堂(黄忠路),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.012548,30.692548,1
冠美牙科,medical,医疗保健服务;专科医院;口腔医院|医疗保健服务;诊所;诊所,金牛区,104.014712,30.69301,11
凌珑口腔,medical,医疗保健服务;专科医院;口腔医院,金牛区,104.017377,30.690023,5
安蓉路博乐诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.022933,30.698683,73
红色吴氏诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.017454,30.697989,7
金牛成宇诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.015165,30.698196,2
喜悦药房(蜀汉路药店),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.019386,30.692583,1
中医馆,medical,医疗保健服务;诊所;诊所,金牛区,104.022576,30.68786,29
花圃牙科(蜀明东路),medical,医疗保健服务;专科医院;口腔医院,金牛区,104.014841,30.696032,2
御手国医馆(一品天下店),medical,医疗保健服务;诊所;诊所,金牛区,104.022538,30.694845,3
营策诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.030071,30.686098,128
五里墩陈氏诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.030611,30.692501,1
美而口腔门诊部,medical,医疗保健服务;专科医院;口腔医院,金牛区,104.026072,30.699064,2
九四医院,medical,医疗保健服务;综合医院;综合医院,金牛区,104.030819,30.69575,3
金牛大德医馆诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.03298,30.69561,2
乙连,medical,购物服务;购物相关场所;购物相关场所,金牛区,104.024444,30.690464,2
中国电子科技集团公司第十研究所门诊部,medical,医疗保健服务;诊所;诊所,金牛区,104.029324,30.694735,1
金房苑社区卫生服务站,medical,医疗保健服务;综合医院;卫生院,金牛区,104.037498,30.69778,1
名医馆,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.036586,30.69421,46
蓉春堂大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.036708,30.690678,2
德仁堂(光荣店),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.041983,30.690018,1
协兴诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.040495,30.692552,6
助康诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.039135,30.688946,5
沈跃全中医诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.043346,30.694413,1
桑梓大药房,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.035392,30.69845,2
金牛区吕氏叁才中医诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.04312,30.695837,1
钟声诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.050852,30.690675,72
三仙堂中医馆,medical,医疗保健服务;诊所;诊所,金牛区,104.044535,30.693119,4
雅韵诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.044042,30.691068,3
成都金牛春天牙科门诊部,medical,医疗保健服务;专科医院;口腔医院,金牛区,104.049624,30.696691,1
德仁堂(成都加州花园酒店东南),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.047156,30.693843,1
金玉诊所,medical,医疗保健服务;专科医院;口腔医院,金牛区,104.054083,30.695043,11
金牛瑞金牙科,medical,医疗保健服务;专科医院;口腔医院,金牛区,104.055221,30.697536,2
金牛同泰诊所,medical,医疗保健服务;诊所;诊所,金牛区,104.058716,30.689147,29
韩牙科,medical,医疗保健服务;专科医院;口腔医院,金牛区,104.056549,30.691647,1
名老中医馆,medical,医疗保健服务;诊所;诊所,金牛区,104.06334,30.69148,3
贝尔康大药房(九里堤南路店),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.055258,30.690273,1
金牛区妇幼保健院-医疗区,medical,医疗保健服务;综合医院;综合医院,金牛区,104.067145,30.698289,18
跃恒口腔,medical,医疗保健服务;专科医院;口腔医院,金牛区,104.065228,30.69654,56
三山大药房(人北店),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.070551,30.69576,1
喜悦药房(人北药店),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.070518,30.693983,1
一心堂,medical,医疗保健服务;医药保健销售店;药房,金牛区,104.073533,30.690488,5
百信药业(辉润大药房),medical,医疗保健服务;医药保健销售店;药房,金牛区,104.068468,30.690776,2
瑞泰口腔医院(万达广场金牛店),medical,医疗保健服务;专科医院;口腔医院,金牛区,104.071376,30.690008,1
